elem_id;set_dt;remark;mode;limit_press
11095;2023-04-05 07:50:00.000;Сработка участка через ГРС Сыростан;1;NULL
11380;2023-04-05 07:50:00.000;Сработка участка через ГРС Сыростан;1;NULL
11576;2023-04-05 07:50:00.000;Сработка участка через ГРС Сыростан;1;NULL
11596;2023-04-05 07:51:00.000;Сработка участка через ГРС Сыростан;1;NULL
11095;2023-04-05 07:52:00.000;Сработка участка через ГРС Сыростан;1;NULL
11380;2023-04-05 07:52:00.000;Сработка участка через ГРС Сыростан;1;NULL
11576;2023-04-05 07:52:00.000;Сработка участка через ГРС Сыростан;1;NULL
11596;2023-04-05 09:23:00.000;Отключен для проведения ОР;1;NULL
11596;2023-04-05 09:39:00.000;отключение участка для проведения ОР;1;NULL
11095;2023-04-05 09:45:00.000;Сработка участка;1;NULL
11380;2023-04-05 09:45:00.000;Сработка участка;1;NULL
11576;2023-04-05 09:45:00.000;Сработка участка;1;NULL
12914;2023-04-07 21:25:00.000;Вывод из ремонта уч-ка 86-114 км (72-86 в отключен).;2;NULL
17071;2023-04-07 21:25:00.000;Вывод из ремонта уч-ка 86-114 км (72-86 в отключен).;2;NULL
12914;2023-04-07 21:41:00.000;после ремонта;0;NULL
17071;2023-04-07 21:41:00.000;после ремонта;0;NULL
11095;2023-04-07 21:43:00.000;после перепуска;1;NULL
11380;2023-04-07 21:43:00.000;после перепуска;1;NULL
11576;2023-04-07 21:43:00.000;после перепуска;1;NULL
9246;2023-04-09 13:55:00.000;пдс;1;NULL
9398;2023-04-09 13:55:00.000;пдс;1;NULL
9413;2023-04-09 13:55:00.000;пдс;1;NULL
9246;2023-04-10 19:06:00.000;сработка;1;NULL
9246;2023-04-11 08:20:00.000;По распоряжению ПДС;0;NULL
9805;2023-04-13 08:16:00.000;Стравлен, выведен в  ремонт;1;43.90
11095;2023-04-14 06:00:00.000;ремонт;1;NULL
11380;2023-04-14 06:00:00.000;ремонт;1;NULL
11576;2023-04-14 06:00:00.000;ремонт;1;NULL
11596;2023-04-14 06:02:00.000;ремонт;1;NULL
9805;2023-04-14 07:47:00.000;3;1;43.90
14944;2023-04-14 07:53:00.000;Врезка ВКЗОУ;1;NULL
14944;2023-04-14 07:55:00.000;Врезка ВКЗОУ;1;NULL
14944;2023-04-14 07:56:00.000;Врезка ВКЗОУ;1;NULL
14944;2023-04-14 07:57:00.000;О.Р. ВКЗОУ;1;NULL
14944;2023-04-14 07:58:00.000;ВКЗОУ;1;NULL
14965;2023-04-14 08:04:00.000;Врезка ВКПОУ;1;NULL
14965;2023-04-14 14:26:00.000;Врезка ВКПОУ завершена.;0;NULL
14944;2023-04-14 14:27:00.000;Врезка ВКЗОУ завершена.;0;NULL
9398;2023-04-14 15:05:00.000;По распоряжению ПДС;0;NULL
9413;2023-04-14 15:05:00.000;По распоряжению ПДС;0;NULL
12808;2023-04-15 06:21:00.000;.;0;NULL
12740;2023-04-15 06:22:00.000;.;0;NULL
12755;2023-04-15 06:22:00.000;.;0;NULL
12843;2023-04-15 06:22:00.000;.;0;NULL
12924;2023-04-15 06:22:00.000;.;0;NULL
35166;2023-04-15 06:22:00.000;.;0;NULL
1513;2023-04-20 10:00:00.000;Ограничение РРД;0;69.60
11882;2023-04-20 10:00:00.000;Ограничение РРД;0;69.60
11883;2023-04-20 10:00:00.000;Ограничение РРД;0;69.60
7182;2023-05-04 14:05:00.000;Подача газа в РК осуществляется по обеим ниткам ;0;NULL
9876;2023-05-11 12:44:00.000;Сработка;1;40.30
9967;2023-05-11 12:45:00.000;Сработка;1;40.30
10064;2023-05-11 12:46:00.000;Сработка;1;53.70
10121;2023-05-11 12:47:00.000;Сработка;1;NULL
8336;2023-05-11 12:59:00.000;Участок стравлен.;1;NULL
9246;2023-05-14 07:20:00.000;Отключен;1;NULL
9398;2023-05-14 07:20:00.000;Отключен;1;NULL
9413;2023-05-14 07:20:00.000;Отключен;1;NULL
9246;2023-05-14 18:23:00.000;Вырабтка;2;NULL
9398;2023-05-14 18:25:00.000;Вырабтка;2;NULL
9413;2023-05-14 18:25:00.000;Вырабтка;2;NULL
6868;2023-05-15 08:27:00.000;12.05.2023 Поставлен на выработку;1;NULL
6855;2023-05-15 08:36:00.000;Поставлен под выработку;1;NULL
6855;2023-05-15 08:53:00.000;Поставлен под выработку;1;NULL
6733;2023-05-15 10:34:00.000;Поставлен под выработку;1;NULL
6733;2023-05-15 19:31:00.000;Нормальная схема;0;NULL
36621;2023-05-16 13:46:00.000;111;0;NULL
9246;2023-05-16 14:42:00.000;1;2;NULL
6855;2023-05-19 06:27:00.000;Для работ;1;NULL
9246;2023-05-19 11:04:00.000;распоряжение ПДС;0;NULL
9398;2023-05-19 13:52:00.000;после ВТД;0;NULL
9413;2023-05-19 13:52:00.000;после ВТД;0;NULL
11095;2023-05-21 18:46:00.000;Введён в работу после ремонта по результ-ам ВТД;0;NULL
11380;2023-05-21 18:46:00.000;Введён в работу после ремонта по результ-ам ВТД;0;NULL
11576;2023-05-21 18:46:00.000;Введён в работу после ремонта по результ-ам ВТД;0;NULL
11596;2023-05-21 18:48:00.000;Введён в работу после ремонта по результ-ам ВТД.;0;NULL
11596;2023-05-21 20:24:00.000;По режиму ПДС;2;NULL
9657;2023-05-22 08:30:00.000;распоряжение ПДС;0;NULL
9657;2023-05-22 12:35:00.000;По распоряжению ПДС;2;NULL
9657;2023-05-24 14:38:00.000;в;0;NULL
9539;2023-05-24 14:43:00.000;По распоряжению ПДС

;2;NULL
9546;2023-05-24 14:43:00.000;По распоряжению ПДС

;2;NULL
9648;2023-05-24 14:45:00.000;Распоряжение ПДС;1;NULL
9545;2023-05-24 14:46:00.000;Распоряжение ПДС;2;NULL
9684;2023-05-24 14:47:00.000;Распоряжение ПДС;1;NULL
9660;2023-05-24 14:48:00.000;Распоряжение ПДС;1;NULL
9658;2023-05-24 14:49:00.000;Распоряжение ПДС;1;NULL
9660;2023-05-24 14:49:00.000;По распоряжению ПДС;1;NULL
9630;2023-05-24 15:49:00.000;По распоряжению ПДС;1;NULL
9539;2023-05-24 15:52:00.000;По распоряжению ПДС;2;NULL
9546;2023-05-24 15:52:00.000;По распоряжению ПДС;2;NULL
9630;2023-05-24 15:53:00.000;Распоряжение ПДС;1;NULL
9660;2023-05-24 15:55:00.000;По распоряжению ПДС;1;NULL
9660;2023-05-24 15:56:00.000;По распоряжению ПДС;1;NULL
9630;2023-05-24 15:59:00.000;По распоряжению ПДС;1;NULL
9630;2023-05-24 16:00:00.000;По распоряжению ПДС;1;NULL
9539;2023-05-24 16:03:00.000;Распоряжение ПДС;2;NULL
9546;2023-05-24 16:03:00.000;Распоряжение ПДС;2;NULL
11596;2023-05-24 18:01:00.000;По режиму;0;NULL
9657;2023-05-26 07:35:00.000;По распоряжению ПДС  ;2;NULL
9539;2023-05-26 07:40:00.000;По распоряжению ПДС  ;0;NULL
9546;2023-05-26 07:40:00.000;По распоряжению ПДС  ;0;NULL
9545;2023-05-28 06:04:00.000;Распоряжение ПДС;0;NULL
9044;2023-05-30 10:00:00.000;Ограничение РРД;0;0.00
9246;2023-05-30 10:00:00.000;Ограничение РРД;0;54.80
1513;2023-05-31 12:52:00.000;ППР Сургутский;1;69.60
11882;2023-05-31 12:52:00.000;ППР Сургутский;1;69.60
11883;2023-05-31 12:52:00.000;ППР Сургутский;1;69.60
1513;2023-05-31 12:57:00.000;ППР Сургутский;2;69.60
11334;2023-05-31 12:57:00.000;ППР Сургутский;2;NULL
11882;2023-05-31 12:57:00.000;ППР Сургутский;2;69.60
11883;2023-05-31 12:57:00.000;ППР Сургутский;2;69.60
14905;2023-05-31 12:58:00.000;ППР Сургутский;1;NULL
1513;2023-05-31 12:59:00.000;ППР Сургутский;1;69.60
11882;2023-05-31 12:59:00.000;ППР Сургутский;1;69.60
11883;2023-05-31 12:59:00.000;ППР Сургутский;1;69.60
11334;2023-05-31 13:04:00.000;ППР Сургутский;1;NULL
12013;2023-05-31 13:04:00.000;ППР Сургутский;1;NULL
12075;2023-05-31 13:09:00.000;ППР Суругутский;1;NULL
12494;2023-05-31 13:09:00.000;ППР Суругутский;1;NULL
12185;2023-05-31 13:10:00.000;ППР Сургутский;1;72.20
12185;2023-05-31 13:15:00.000;ППР Сургутский;1;72.20
12075;2023-05-31 13:17:00.000;ППР Сургутский;1;NULL
14905;2023-05-31 13:17:00.000;ППР Сургутский;1;NULL
12494;2023-05-31 13:18:00.000;ППР Сургутский;1;NULL
11334;2023-05-31 13:19:00.000;ППР Сургутский;1;NULL
12013;2023-05-31 13:19:00.000;ППР Сургутский;1;NULL
1513;2023-05-31 13:20:00.000;ППР Сургутский;1;69.60
11882;2023-05-31 13:20:00.000;ППР Сургутский;1;69.60
11883;2023-05-31 13:20:00.000;ППР Сургутский;1;69.60
9044;2023-05-31 14:22:00.000;для проведения рем работ, вырабатывается через ГРС Еленинский;1;0.00
9044;2023-05-31 14:31:00.000;для проведения рем. работ, выработка газа через ГРС Еленинский;1;0.00
9044;2023-05-31 14:35:00.000;проведение рем работ, выработка газа через ГРС Еленинский;1;0.00
11899;2023-05-31 16:34:00.000;Ремонт участков;1;NULL
11904;2023-05-31 16:35:00.000;Ремонт участков;1;NULL
11975;2023-05-31 16:36:00.000;Ремонт участков;1;NULL
12334;2023-05-31 16:36:00.000;Ремонт участков;1;NULL
11959;2023-05-31 16:37:00.000;Ремонт участков;1;NULL
11926;2023-05-31 17:40:00.000;ППР Сургутский;1;NULL
11940;2023-05-31 17:41:00.000;ППР Сургутский;0;NULL
12333;2023-05-31 17:41:00.000;ППР Сургутский;1;NULL
11899;2023-05-31 17:42:00.000;ППР Сургутский;0;NULL
11904;2023-05-31 17:42:00.000;ППР Сургутский;0;NULL
11940;2023-05-31 17:42:00.000;ППР Сургутский;1;NULL
11965;2023-05-31 17:42:00.000;ППР Сургутский;1;NULL
12334;2023-05-31 17:42:00.000;ППР Сургутский;0;NULL
11959;2023-05-31 17:43:00.000;ППР Сургутский;0;NULL
11975;2023-05-31 17:43:00.000;ППР Сургутский;0;NULL
11967;2023-06-01 17:59:00.000;1;1;NULL
11979;2023-06-01 17:59:00.000;1;1;NULL
11934;2023-06-01 18:00:00.000;1;1;NULL
12443;2023-06-01 18:00:00.000;1;1;NULL
11899;2023-06-01 18:01:00.000;1;1;NULL
12443;2023-06-01 18:01:00.000;1;1;NULL
11967;2023-06-01 18:02:00.000;1;1;NULL
14905;2023-06-02 04:35:00.000;По режиму;0;NULL
9044;2023-06-02 10:00:00.000;Ограничение РРД;1;47.90
9204;2023-06-02 10:00:00.000;Ограничение снято;0;NULL
1513;2023-06-04 17:42:00.000;По режиму;0;69.60
11882;2023-06-04 17:42:00.000;По режиму;0;69.60
11883;2023-06-04 17:42:00.000;По режиму;0;69.60
11334;2023-06-04 17:43:00.000;По режиму;0;NULL
11899;2023-06-04 18:31:00.000;По режиму;0;NULL
11967;2023-06-04 18:31:00.000;По режиму;0;NULL
12443;2023-06-04 18:31:00.000;По режиму;0;NULL
11979;2023-06-04 18:32:00.000;По режиму;0;NULL
12013;2023-06-04 19:58:00.000;По режиму;0;NULL
1513;2023-06-05 10:00:00.000;Ограничение снято;0;NULL
11882;2023-06-05 10:00:00.000;Ограничение снято;0;NULL
11883;2023-06-05 10:00:00.000;Ограничение снято;0;NULL
9876;2023-06-05 12:32:00.000;рем;1;40.30
9805;2023-06-05 12:33:00.000;переп;1;43.90
10064;2023-06-05 12:34:00.000;переп;1;53.70
10121;2023-06-05 12:35:00.000;пер;1;NULL
10208;2023-06-05 12:36:00.000;п;1;35.30
10064;2023-06-05 12:38:00.000;стр;1;53.70
10121;2023-06-05 12:38:00.000;стр;1;NULL
9967;2023-06-05 12:39:00.000;переп;1;40.30
12494;2023-06-05 16:41:00.000;Комплекс ППР;1;NULL
8423;2023-06-09 07:44:00.000;g;1;23.50
12494;2023-06-12 10:35:00.000;ППР;0;NULL
12075;2023-06-13 14:47:00.000;1;2;NULL
12185;2023-06-13 14:48:00.000;htv;1;72.20
12263;2023-06-13 14:50:00.000;р;1;NULL
12075;2023-06-13 19:09:00.000;ППР;0;NULL
12185;2023-06-14 08:40:00.000;стравлен;1;72.20
7753;2023-06-14 10:00:00.000;Ограничение РРД;0;49.70
7823;2023-06-14 10:00:00.000;Ограничение РРД;0;49.70
7891;2023-06-14 10:00:00.000;Ограничение РРД;0;49.70
7915;2023-06-14 10:00:00.000;Ограничение РРД;0;54.70
7935;2023-06-14 10:00:00.000;Ограничение РРД;0;49.00
7942;2023-06-14 10:00:00.000;Ограничение РРД;0;49.50
7981;2023-06-14 10:00:00.000;Ограничение РРД;0;51.39
9044;2023-06-16 10:00:00.000;Ограничение снято;0;NULL
9044;2023-06-16 13:29:00.000;после ОР по результатам диагностики;0;47.90
8164;2023-06-19 10:00:00.000;Ограничение РРД;0;43.90
8207;2023-06-19 10:00:00.000;Ограничение РРД;0;50.60
8222;2023-06-19 10:00:00.000;Ограничение РРД;0;43.90
32248;2023-06-20 18:09:00.000;ремонт;1;NULL
32248;2023-06-20 18:12:00.000;ремонт;1;NULL
10064;2023-06-21 10:00:00.000;Ограничение снято;1;NULL
10208;2023-06-21 10:00:00.000;Ограничение снято;1;NULL
12185;2023-06-21 10:00:00.000;Ограничение снято;1;NULL
12664;2023-06-21 10:00:00.000;Ограничение РРД;0;52.90
18287;2023-06-21 10:00:00.000;Ограничение РРД;0;54.04
32248;2023-06-24 17:41:00.000;Включен в работу;0;NULL
12185;2023-06-25 06:51:00.000;1;2;NULL
12185;2023-06-25 07:53:00.000;2;0;NULL
6855;2023-06-29 17:56:00.000;Включен в работу после кап. ремонта.;0;NULL
6868;2023-06-29 17:58:00.000;Включен в работу после кап. ремонта;0;NULL
8336;2023-06-30 20:25:00.000;1;1;NULL
8336;2023-06-30 20:26:00.000;Выработка контура КС;1;NULL
8328;2023-06-30 20:28:00.000;выработка тт кс;2;NULL
8222;2023-07-02 13:22:00.000;Выработка перед ремонтом;1;43.90
8164;2023-07-02 13:24:00.000;Выработка перед ремонтом;1;43.90
8212;2023-07-03 10:00:00.000;Ограничение РРД;0;43.90
8230;2023-07-03 10:00:00.000;Ограничение РРД;0;43.90
9876;2023-07-03 10:00:00.000;Ограничение снято;1;NULL
8222;2023-07-03 21:14:00.000;по распоряжению ПДС;0;43.90
8164;2023-07-03 21:15:00.000;по распоряжению ПДС;0;43.90
6148;2023-07-10 13:51:00.000;На время выработки;1;NULL
6148;2023-07-10 13:53:00.000;.;0;NULL
8336;2023-07-10 14:44:00.000;сработка;1;NULL
8328;2023-07-10 14:48:00.000;сработка;1;NULL
9805;2023-07-10 14:52:00.000;перепуск;1;43.90
9876;2023-07-10 14:53:00.000;перепуск;1;NULL
12907;2023-07-12 10:00:00.000;Ограничение снято;0;NULL
33317;2023-07-12 10:00:00.000;Ограничение снято;0;NULL
36270;2023-07-12 10:00:00.000;Ограничение снято;0;NULL
6148;2023-07-12 20:18:00.000;Отключен для демонтажа ВКЗОУ и ВКПОУ.;0;NULL
6148;2023-07-12 20:19:00.000;Демонтаж ВКЗОУ и ВКПОУ;1;NULL
6704;2023-07-12 20:21:00.000;Демонтаж ВКЗОУ и ВКПОУ;1;NULL
6855;2023-07-12 20:23:00.000;Демонтаж ВКЗОУ и ВКПОУ;1;NULL
6868;2023-07-12 20:23:00.000;Демонтаж ВКЗОУ и ВКПОУ;1;NULL
6733;2023-07-12 20:37:00.000;1;1;NULL
10208;2023-07-14 13:46:00.000;В работу;0;NULL
6733;2023-07-14 20:37:00.000;ПДС;1;NULL
6868;2023-07-14 20:42:00.000;.;1;NULL
6148;2023-07-14 20:43:00.000;.;1;NULL
6704;2023-07-14 20:43:00.000;.;1;NULL
6855;2023-07-14 20:43:00.000;.;1;NULL
12185;2023-07-15 06:50:00.000;ПДС;2;NULL
12075;2023-07-15 06:57:00.000;1;2;NULL
12494;2023-07-15 06:57:00.000;1;2;NULL
12075;2023-07-15 08:19:00.000;19;2;NULL
12075;2023-07-15 08:20:00.000;19;2;NULL
12185;2023-07-15 08:20:00.000;19;2;NULL
12185;2023-07-15 18:48:00.000;.;2;NULL
12013;2023-07-15 20:28:00.000;Закрыт ЛК 19 КС Ургала;2;NULL
12494;2023-07-15 20:31:00.000;Закрыт ЛК-19 КС Ургала;2;NULL
12494;2023-07-15 20:32:00.000;Закрыт ЛК-19 КС Урагала;2;NULL
12013;2023-07-15 20:34:00.000;Закрыт ЛК-19 КС Урагала;2;NULL
8336;2023-07-17 12:20:00.000;заполнение от 20-2 до 19-2 после срабатывание контура КЦ.;2;5.39
8336;2023-07-17 14:27:00.000;Заполнение уч-ка после выработки с контура КЦ;0;NULL
8423;2023-07-17 14:41:00.000;Пуск газа после ремонта по результатам ВТД;0;NULL
9805;2023-07-17 14:42:00.000;Пуск газа после ремонта по результатам ВТД;0;NULL
8423;2023-07-17 14:44:00.000;пуск газа после ремонта по результатам ВТД;0;NULL
6868;2023-07-18 13:13:00.000;Участок в работе;2;NULL
6148;2023-07-18 13:58:00.000;Участок в работе;0;NULL
10064;2023-07-18 14:42:00.000;Участок в работе;0;NULL
10121;2023-07-18 14:42:00.000;В работе;0;NULL
6704;2023-07-18 15:08:00.000;Участок в работе;0;NULL
6855;2023-07-18 15:12:00.000;Участок в работе;0;NULL
9876;2023-07-18 17:05:00.000;По распоряжению ПДС;0;NULL
6020;2023-07-18 18:17:00.000;Проведение капитального ремонта;1;NULL
6733;2023-07-18 18:23:00.000;Окончание работ;0;NULL
6868;2023-07-18 18:24:00.000;Окончание работ;0;NULL
8423;2023-07-18 21:02:00.000;.;0;NULL
9876;2023-07-18 21:02:00.000;.;0;NULL
12013;2023-07-19 07:23:00.000;.;0;NULL
12075;2023-07-19 07:23:00.000;.;0;NULL
12185;2023-07-19 07:23:00.000;.;0;NULL
12494;2023-07-19 07:23:00.000;.;0;NULL
6619;2023-07-19 18:34:00.000;3;2;NULL
9657;2023-07-20 17:51:00.000;Распоряжение ПДС;0;NULL
9538;2023-07-24 21:05:00.000;По распоряжению ПДС;2;NULL
33209;2023-07-24 21:05:00.000;По распоряжению ПДС;2;NULL
9539;2023-07-24 21:07:00.000;По распоряжению ПДС;2;NULL
9546;2023-07-24 21:07:00.000;По распоряжению ПДС;2;NULL
9539;2023-07-27 07:16:00.000;1;2;NULL
9546;2023-07-27 07:16:00.000;1;2;NULL
11120;2023-08-03 10:00:00.000;Ограничение снято;0;NULL
11121;2023-08-03 10:00:00.000;Ограничение снято;0;NULL
9967;2023-08-03 10:47:00.000;Ремонтные работы;1;40.30
9967;2023-08-03 12:26:00.000;ОР;1;38.40
9967;2023-08-05 05:25:00.000;ОР;1;38.40
9539;2023-08-06 17:38:00.000;По распоряжению ПДС;0;NULL
9546;2023-08-06 17:38:00.000;По распоряжению ПДС;0;NULL
9538;2023-08-06 17:39:00.000;По распоряжению ПДС;0;NULL
33209;2023-08-06 17:39:00.000;По распоряжению ПДС;0;NULL
8317;2023-08-07 13:00:00.000;Выработка контура КС;2;NULL
8317;2023-08-07 13:21:00.000;для срабатывания контура КЦ;2;NULL
8317;2023-08-07 13:24:00.000;Срабатывание контура КЦ;2;NULL
9657;2023-08-09 16:53:00.000;По распоряжению ПДС;1;NULL
9246;2023-08-12 12:18:00.000;Распоряжение ПДС;1;54.80
9246;2023-08-12 12:27:00.000;Распоряжение ПДС;1;54.80
9246;2023-08-12 12:34:00.000;Распоряжение ПДС;1;54.80
9370;2023-08-12 12:46:00.000;Распоряжение ПДС;2;NULL
9398;2023-08-12 12:53:00.000;Распоряжение ПДС;2;NULL
9413;2023-08-12 12:53:00.000;Распоряжение ПДС;2;NULL
9246;2023-08-12 12:58:00.000;Распоряжение ПДС;1;54.80
9246;2023-08-12 16:18:00.000;вывод в ремонт;1;54.80
9398;2023-08-12 19:18:00.000;сработка 106-116км 2н.;2;NULL
9413;2023-08-12 19:18:00.000;сработка 106-116км 2н.;2;NULL
9370;2023-08-13 09:01:00.000;По распоряжению ПДС;1;NULL
9246;2023-08-13 09:06:00.000;Распоряжение ПДС;1;54.80
9246;2023-08-13 09:08:00.000;Распоряжение ПДС;1;54.80
9305;2023-08-13 09:30:00.000;Распоряжение ПДС;1;NULL
9246;2023-08-15 00:17:00.000;Распоряжение ПДС;2;54.80
9305;2023-08-15 00:17:00.000;Распоряжение ПДС;2;NULL
9370;2023-08-15 00:17:00.000;Распоряжение ПДС;2;NULL
9398;2023-08-15 00:17:00.000;По распоряжению ПДС;0;NULL
9413;2023-08-15 00:17:00.000;По распоряжению ПДС;0;NULL
9246;2023-08-15 05:06:00.000;Распоряжение ПДС;0;54.80
9305;2023-08-15 05:06:00.000;Распоряжение ПДС;0;NULL
9370;2023-08-15 05:06:00.000;Распоряжение ПДС;0;NULL
9967;2023-08-19 12:55:00.000;После ремонта;0;NULL
11001;2023-08-25 09:42:00.000;Сработка;1;NULL
11001;2023-08-27 07:13:00.000;Сработка;1;NULL
6282;2023-09-05 06:15:00.000;проведение огневых работ , замена катушки;1;NULL
6284;2023-09-05 06:15:00.000;огневые работы ,замена катушки;1;NULL
6306;2023-09-05 06:15:00.000;огневые работы ,замена катушки;1;NULL
11001;2023-09-05 19:29:00.000;Проведение ремонтных работ;1;NULL
6282;2023-09-05 22:15:00.000;окончание работ;0;NULL
6284;2023-09-05 22:15:00.000;окончание работ;0;NULL
6306;2023-09-05 22:15:00.000;окончание работ;0;NULL
9425;2023-09-06 09:00:00.000;Ремонт перехода под дорогой;1;NULL
6324;2023-09-07 05:51:00.000;огневые работы;1;NULL
6334;2023-09-07 05:52:00.000;огневые работы;1;NULL
6326;2023-09-07 05:53:00.000;огневые работы;1;NULL
8317;2023-09-07 09:09:00.000;Для проведения ВТД;0;NULL
11001;2023-09-07 18:16:00.000;вывод участка из ремонта.;0;NULL
6326;2023-09-07 18:51:00.000;окончание работ;0;NULL
6334;2023-09-07 18:52:00.000;окончание работ;0;NULL
6324;2023-09-07 19:04:00.000;окончание работ;0;NULL
18343;2023-09-12 15:33:00.000;По режиму;0;NULL
18092;2023-09-12 17:05:00.000;Ремонт ;1;NULL
18092;2023-09-12 18:30:00.000;Ремонт;1;NULL
9657;2023-09-12 18:51:00.000;По распоряжению ПДС;1;NULL
9657;2023-09-12 18:52:00.000;По распоряжению ПДС;0;NULL
9659;2023-09-12 18:53:00.000;По распоряжению ПДС;0;NULL
8328;2023-09-13 16:26:00.000;выработка гааза ;1;NULL
8328;2023-09-13 16:28:00.000;распоряжение ПДС;0;NULL
8230;2023-09-14 11:05:00.000;срабатывание участка перед выводом в ремонт;1;43.90
8207;2023-09-15 10:00:00.000;Ограничение РРД;0;49.00
8222;2023-09-15 10:00:00.000;Ограничение РРД;0;23.40
8255;2023-09-15 10:00:00.000;Ограничение РРД;0;54.50
8261;2023-09-15 10:00:00.000;Ограничение РРД;0;54.00
8267;2023-09-15 10:00:00.000;.;0;NULL
8275;2023-09-15 10:00:00.000;.;0;NULL
8279;2023-09-15 10:00:00.000;.;0;NULL
8282;2023-09-15 10:00:00.000;.;0;NULL
8298;2023-09-15 10:00:00.000;.;0;NULL
8306;2023-09-15 10:00:00.000;.;0;NULL
8328;2023-09-15 10:00:00.000;.;0;NULL
8336;2023-09-15 10:00:00.000;.;0;NULL
8349;2023-09-15 10:00:00.000;.;0;NULL
7016;2023-09-19 06:09:00.000;Для проведения работ;1;NULL
6383;2023-09-19 06:23:00.000;ППР КЦ;1;NULL
30676;2023-09-19 06:24:00.000;ППР КЦ;1;NULL
5964;2023-09-20 11:53:00.000;Распоряжение ПДС;2;NULL
6013;2023-09-20 11:58:00.000;Распоряжение ПДС;2;NULL
7016;2023-09-20 12:25:00.000;ППР;1;NULL
6013;2023-09-20 12:53:00.000;Распоряжение ПДС;1;NULL
5964;2023-09-20 12:57:00.000;Распоряжение ПДС;1;NULL
6619;2023-09-20 17:45:00.000;После завершения КР участке 109-140;0;NULL
6020;2023-09-20 17:59:00.000;окончание КР;0;NULL
6013;2023-09-21 06:54:00.000;Согласованно ПДС;0;NULL
5964;2023-09-21 07:00:00.000;Согласованно ПДС;0;NULL
7718;2023-09-21 18:00:00.000;Для проведения работ.;1;NULL
7341;2023-09-21 18:02:00.000;Для проведения работ.;1;NULL
7342;2023-09-21 18:02:00.000;Для проведения работ.;1;NULL
7358;2023-09-21 18:02:00.000;Для проведения работ.;1;NULL
6944;2023-09-21 18:03:00.000;Для проведения работ.;2;NULL
6960;2023-09-21 18:03:00.000;Для проведения работ.;1;NULL
7365;2023-09-21 18:04:00.000;Для проведения работ;2;NULL
7433;2023-09-21 18:05:00.000;Для проведения работ.;2;NULL
7364;2023-09-21 18:06:00.000;Для проведения работ.;2;NULL
7430;2023-09-21 18:09:00.000;Для проведения работ.;2;NULL
7016;2023-09-21 20:45:00.000;После проведения работ;2;NULL
6960;2023-09-21 20:46:00.000;После проведения работ;2;NULL
7430;2023-09-22 18:55:00.000;Нормальный режим работы;0;NULL
7433;2023-09-22 18:56:00.000;Нормальный режим работы;0;NULL
6944;2023-09-22 18:57:00.000;Нормальный режим работы.;2;NULL
7341;2023-09-22 18:57:00.000;Нормальный режим работы.;0;NULL
7342;2023-09-22 18:57:00.000;Нормальный режим работы.;0;NULL
7358;2023-09-22 18:57:00.000;Нормальный режим работы.;0;NULL
6944;2023-09-22 18:58:00.000;Нормальны режим работы.;0;NULL
7364;2023-09-22 18:59:00.000;Нормальный режим работы.;0;NULL
7365;2023-09-22 18:59:00.000;Нормальный режим работы.;0;NULL
7718;2023-09-22 19:00:00.000;Нормальный режим работы.;0;NULL
6960;2023-09-22 19:01:00.000;Нормальный режим работы.;0;NULL
7016;2023-09-22 19:02:00.000;Нормальный режим работы.;0;NULL
8230;2023-09-24 07:09:00.000;Ремонт участка по результатам ВТД;1;43.90
7232;2023-09-24 07:12:00.000;Для работ;1;NULL
7232;2023-09-24 07:14:00.000;Для проведения работ;1;NULL
7232;2023-09-24 07:16:00.000;Для проведения работ;1;NULL
8230;2023-09-24 08:22:00.000;Подготовка участка к ОР;1;43.90
7232;2023-09-24 09:36:00.000;После проведения работ.;0;NULL
7881;2023-09-25 09:30:00.000;Сработка;1;NULL
7915;2023-09-25 09:30:00.000;Сработка;1;54.70
8230;2023-09-25 10:10:00.000;Стравлен и выведен в ремонт;1;43.90
9398;2023-09-25 14:59:00.000;Текущий ремонт участка;1;NULL
9413;2023-09-25 14:59:00.000;Текущий ремонт участка;1;NULL
9398;2023-09-26 20:46:00.000;Работы завершены;0;NULL
9413;2023-09-26 20:46:00.000;Работы завершены;0;NULL
9425;2023-09-26 20:48:00.000;Работы завершены;0;NULL
6030;2023-09-27 03:34:00.000;Капитальный ремонт на подводном переходе через р. Малая Каяла 2;1;NULL
8261;2023-09-27 09:20:00.000;Выработка газа.;1;54.00
8267;2023-09-27 09:20:00.000;выработка газа;1;NULL
8298;2023-09-27 09:20:00.000;выработка газа;1;NULL
8328;2023-09-27 09:20:00.000;выработка газа;1;NULL
8336;2023-09-27 09:20:00.000;выработка газа;1;NULL
9407;2023-09-27 09:20:00.000;По распоряжению ПДС;2;NULL
9426;2023-09-27 09:44:00.000;По распоряжению ПДС;2;NULL
8261;2023-09-27 11:59:00.000;выработка газа;1;54.00
8306;2023-09-27 12:04:00.000;выработка газа;1;NULL
8298;2023-09-27 12:09:00.000;выработка газа;1;NULL
8306;2023-09-27 12:10:00.000;выработка газа;1;NULL
8298;2023-09-28 08:25:00.000;Подготовка участка к ОР;1;NULL
8328;2023-09-28 08:28:00.000;Подготовка участка к ОР;1;NULL
33193;2023-09-28 10:41:00.000;Изменение давления.;1;NULL
18092;2023-09-28 14:49:00.000;Участок в работе;0;NULL
11206;2023-09-28 14:50:00.000;Участок на сработке ГРС Медведевский;1;NULL
